Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Power_Supply_Type,Interlocking_Type,Communication_Link_Status,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Corridor_Criticality,Available_Block_Window_Hours,Overlapping_TRD_Request,Overlapping_Engineering_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Block_Conflict_Type,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
SMMS05060,GGKZJ-CWF,GGKZJ,CWF,84.83,Western Railway,Vadodara,Signal Cable/Data Logger,Data Logger Fault,Medium,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Normal,26-06-2026,11-09-2026,12-09-2026,15-09-2026,6.7,5.8,47,21.6,26-12-2025,30,0,7,Branch,12.8,False,False,39.4,This Month,Monthly,5.8,No_Overlap,No,42.8,6.7,44.7,0.74
SMMS05061,MKLT-OEQ,MKLT,OEQ,81.74,Central Railway,Pune,Point Machine,Switch Blade Misalignment,Medium,Visual Inspection,DC,EI,Normal,13-06-2026,12-09-2026,12-09-2026,15-09-2026,3.0,3.2,60,18.8,12-06-2026,15,1,5,Trunk,12.03,False,False,34.2,This Month,Monthly,3.2,No_Overlap,No,54.5,3.0,58.6,0.7
SMMS05062,PJVGA-RW,PJVGA,RW,84.94,South Central Railway,Vijayawada,Level Crossing Interlocking,Approach Detection Fault,High,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,29-05-2026,05-09-2026,05-09-2026,07-09-2026,5.0,5.3,30,4.6,06-11-2025,15,1,7,Trunk,11.62,False,False,35.0,This Month,Monthly,5.3,No_Overlap,No,54.2,5.0,58.5,0.69
SMMS05063,DCJUS-SXVMM,DCJUS,SXVMM,51.39,Western Railway,Ahmedabad,Point Machine,Locking Fault,Medium,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,24-07-2025,12-09-2026,12-09-2026,15-09-2026,1.5,1.6,60,11.7,20-01-2026,90,1,18,Trunk,14.94,True,True,81.8,This Month,Monthly,1.6,Cross_Division_Overlap,Yes,50.7,1.5,56.8,0.64
SMMS05064,QXMT-LL,QXMT,LL,50.78,South Central Railway,Secunderabad,Relay Interlocking,Interlocking Logic Fault,Medium,Datalogger Analysis,IPS (Integrated Power Supply),EI,Degraded,04-07-2026,13-09-2026,13-09-2026,16-09-2026,4.6,6.5,39,11.8,14-09-2025,15,3,1,Trunk,2.49,True,False,57.0,This Month,Monthly,6.5,No_Overlap,Yes,48.8,4.6,46.9,0.79
SMMS05065,TMNKF-FVS,TMNKF,FVS,30.38,Central Railway,Pune,Block Instrument,Block Instrument Failure,Medium,Datalogger Analysis,DC,SSI,Normal,11-02-2026,10-09-2026,11-09-2026,14-09-2026,7.2,6.8,60,7.4,24-12-2025,15,2,23,Branch,3.49,True,False,51.8,This Month,Monthly,6.8,No_Overlap,No,44.8,7.2,44.2,0.81
SMMS05066,QVP-ZLGLT,QVP,ZLGLT,52.95,Central Railway,Bhusawal,Track Circuit,Low Voltage/Shunt Fault,Critical,Preventive Test,DC,EI,Normal,13-09-2025,03-09-2026,04-09-2026,05-09-2026,9.9,7.7,10,7.4,02-05-2026,15,0,19,Trunk,18.33,False,False,40.0,Immediate,Weekly,7.7,No_Overlap,No,57.1,9.9,55.1,0.77
SMMS05067,YG-HEQ,YG,HEQ,104.55,Central Railway,Mumbai CST,Axle Counter,Axle Counter Malfunction,Medium,Visual Inspection,DC,RRI,Normal,01-03-2026,04-09-2026,05-09-2026,08-09-2026,5.6,4.7,60,1.2,05-05-2026,30,0,14,Trunk,15.12,False,False,36.9,This Month,Monthly,4.7,Same_Division_Overlap,No,50.8,5.6,47.2,0.63
SMMS05068,TALS-XYS,TALS,XYS,35.91,Northern Railway,Delhi,Point Machine,Switch Blade Misalignment,Critical,Preventive Test,IPS (Integrated Power Supply),SSI,Normal,03-03-2026,05-09-2026,06-09-2026,07-09-2026,9.2,7.1,10,19.0,29-12-2025,30,1,17,Trunk,11.46,False,False,45.0,Immediate,Weekly,7.1,Same_Division_Overlap,No,66.0,9.2,71.2,0.73
SMMS05069,SJ-QVXUP,SJ,QVXUP,96.29,Eastern Railway,Asansol,Block Instrument,Token Fault,Low,Preventive Test,IPS (Integrated Power Supply),SSI,Normal,25-08-2026,05-09-2026,06-09-2026,11-09-2026,5.9,5.1,0,7.5,21-09-2025,15,1,4,Trunk,14.71,False,False,34.0,Programmed,Monthly,5.1,No_Overlap,No,25.9,5.9,18.3,0.78
SMMS05070,XT-CZ,XT,CZ,64.89,Northern Railway,Ambala,Point Machine,Point Machine Failure,Low,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Degraded,28-02-2026,06-09-2026,06-09-2026,11-09-2026,3.5,4.2,90,22.1,31-07-2025,90,3,13,Trunk,16.11,False,True,58.3,This Week,Weekly,4.2,No_Overlap,Yes,56.4,3.5,62.3,0.83
SMMS05071,CKVKS-QB,CKVKS,QB,105.25,Central Railway,Mumbai CST,Electronic Interlocking,Software/Data Fault,High,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,14-08-2025,07-09-2026,07-09-2026,09-09-2026,5.4,6.6,30,16.0,24-12-2025,15,1,3,Trunk,17.35,False,False,31.7,This Week,Weekly,6.6,No_Overlap,No,58.4,5.4,57.8,0.77
SMMS05072,XRCK-IW,XRCK,IW,35.74,Northern Railway,Ferozpur,Axle Counter,Reset Failure,Medium,Preventive Test,DC,RRI,Normal,12-11-2025,05-09-2026,05-09-2026,08-09-2026,7.4,7.7,60,5.5,26-01-2026,30,0,14,Trunk,18.69,True,True,79.0,This Month,Monthly,7.7,No_Overlap,Yes,48.3,7.4,53.2,0.67
SMMS05073,DLSLL-XUWP,DLSLL,XUWP,110.65,Northern Railway,Lucknow,Axle Counter,Axle Counter Malfunction,High,Datalogger Analysis,DC,SSI,Normal,06-04-2026,04-09-2026,04-09-2026,06-09-2026,7.4,7.6,30,3.1,16-05-2026,30,1,8,Branch,5.88,False,False,42.0,This Month,Monthly,7.6,Same_Division_Overlap,No,47.0,7.4,43.8,0.71
SMMS05074,VDJQQ-VEK,VDJQQ,VEK,96.34,Northern Railway,Lucknow,Relay Interlocking,Relay Contact Failure,Critical,Visual Inspection,DC,PI,Normal,06-03-2026,10-09-2026,10-09-2026,11-09-2026,7.2,9.8,10,21.0,04-09-2025,15,2,8,Branch,13.13,False,False,42.5,Immediate,Weekly,9.8,Same_Division_Overlap,No,60.3,7.2,68.7,0.83
SMMS05075,LV-BVIDN,LV,BVIDN,14.96,Eastern Railway,Sealdah,Relay Interlocking,Cable Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Down,02-07-2026,03-09-2026,04-09-2026,07-09-2026,2.7,2.4,41,6.7,09-12-2025,90,1,11,Branch,17.99,False,False,27.4,This Month,Monthly,2.4,Same_Division_Overlap,No,49.7,2.7,55.0,0.75
SMMS05076,XLDJB-VSM,XLDJB,VSM,51.21,Northern Railway,Moradabad,Relay Interlocking,Interlocking Logic Fault,Medium,Visual Inspection,DC,PI,Normal,10-02-2026,07-09-2026,08-09-2026,11-09-2026,11.1,9.0,60,12.1,22-03-2026,180,1,13,Trunk,6.29,True,False,55.7,This Week,Weekly,9.0,Cross_Division_Overlap,Yes,55.3,11.1,59.7,0.5
SMMS05077,WMTL-YPKYZ,WMTL,YPKYZ,40.35,Northern Railway,Delhi,Signal Cable/Data Logger,Data Logger Fault,Critical,Visual Inspection,DC,PI,Normal,28-07-2025,04-09-2026,05-09-2026,06-09-2026,8.5,7.7,10,5.7,01-12-2025,15,2,2,Trunk,7.37,False,False,35.2,Immediate,Weekly,7.7,No_Overlap,No,57.0,8.5,59.5,0.83
SMMS05078,UKB-PMGOY,UKB,PMGOY,22.89,Eastern Railway,Howrah,Block Instrument,Token Fault,Low,Datalogger Analysis,IPS (Integrated Power Supply),PI,Normal,01-09-2026,06-09-2026,06-09-2026,11-09-2026,2.4,3.0,0,1.1,31-08-2026,90,0,20,Trunk,15.4,False,True,55.3,Programmed,Monthly,3.0,Cross_Division_Overlap,Yes,19.7,2.4,17.6,0.76
SMMS05079,HL-PWY,HL,PWY,22.07,Eastern Railway,Asansol,Signal Cable/Data Logger,Power Supply Fault,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Normal,23-02-2026,13-09-2026,13-09-2026,16-09-2026,4.5,4.5,60,22.7,08-07-2026,15,1,22,Trunk,13.99,False,False,36.3,This Month,Monthly,4.5,No_Overlap,No,54.6,4.5,50.9,0.73
SMMS05080,JBA-LJQ,JBA,LJQ,70.96,Eastern Railway,Sealdah,Point Machine,Point Machine Failure,Medium,Visual Inspection,IPS (Integrated Power Supply),PI,Normal,16-09-2025,04-09-2026,05-09-2026,08-09-2026,5.4,4.7,60,16.7,19-04-2026,90,1,22,Trunk,15.55,False,False,33.9,This Week,Weekly,4.7,No_Overlap,No,57.9,5.4,58.0,0.57
SMMS05081,EDI-AP,EDI,AP,55.58,Central Railway,Pune,Track Circuit,Track Circuit Failure,Low,Preventive Test,AC (25kV Signalling),PI,Normal,02-07-2025,16-09-2026,17-09-2026,22-09-2026,6.7,5.8,90,24.0,26-01-2026,30,2,14,Trunk,4.98,False,True,54.4,This Week,Weekly,5.8,Cross_Division_Overlap,No,56.8,6.7,68.1,0.81
SMMS05082,HXC-VXFCU,HXC,VXFCU,39.78,Southern Railway,Chennai,Block Instrument,Communication Loss,Low,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,17-03-2026,05-09-2026,06-09-2026,11-09-2026,4.8,4.4,90,4.6,16-11-2025,180,1,8,Trunk,5.54,False,True,42.5,This Month,Monthly,4.4,No_Overlap,No,49.7,4.8,52.2,0.67
SMMS05083,MOIIV-MTF,MOIIV,MTF,96.15,South Eastern Railway,Ranchi,Electronic Interlocking,EI Card Failure,Low,Visual Inspection,DC,PI,Normal,09-11-2025,03-09-2026,04-09-2026,09-09-2026,1.2,1.0,90,2.9,05-11-2025,15,1,18,Branch,15.02,False,True,53.3,This Month,Monthly,1.0,No_Overlap,No,41.1,1.2,33.1,0.65
SMMS05084,GB-LR,GB,LR,18.22,South Eastern Railway,Chakradharpur,Block Instrument,Block Instrument Failure,Medium,Preventive Test,IPS (Integrated Power Supply),SSI,Normal,15-01-2026,12-09-2026,12-09-2026,15-09-2026,2.5,3.4,60,4.8,11-08-2025,30,0,12,Trunk,13.84,False,False,32.9,This Month,Monthly,3.4,Cross_Division_Overlap,No,50.5,2.5,56.5,0.65
SMMS05085,BKQHL-KWUC,BKQHL,KWUC,91.94,Western Railway,Ahmedabad,Relay Interlocking,Cable Fault,Medium,Preventive Test,AC (25kV Signalling),PI,Down,23-02-2026,04-09-2026,04-09-2026,07-09-2026,5.5,5.9,60,9.1,04-08-2026,15,3,15,Trunk,13.67,False,False,36.8,This Week,Weekly,5.9,No_Overlap,No,59.4,5.5,50.6,0.73
SMMS05086,SKYON-NL,SKYON,NL,19.6,Western Railway,Vadodara,Point Machine,Switch Blade Misalignment,Medium,Visual Inspection,DC,RRI,Normal,06-06-2026,13-09-2026,14-09-2026,17-09-2026,7.7,6.9,60,12.9,27-01-2026,90,2,17,Branch,7.92,False,True,60.8,This Month,Monthly,6.9,No_Overlap,Yes,52.9,7.7,55.8,0.7
SMMS05087,RGVRT-GY,RGVRT,GY,47.97,South Eastern Railway,Chakradharpur,Track Circuit,Rail Bonding Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,16-06-2026,06-09-2026,06-09-2026,09-09-2026,6.9,7.7,57,19.7,11-08-2026,15,2,12,Trunk,11.34,True,True,83.7,This Week,Weekly,7.7,No_Overlap,Yes,55.1,6.9,43.9,0.87
SMMS05088,GO-NCGO,GO,NCGO,2.95,Northern Railway,Delhi,Point Machine,Point Machine Failure,Medium,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,19-07-2026,09-09-2026,10-09-2026,13-09-2026,7.7,6.8,24,22.6,10-06-2026,30,3,8,Trunk,13.3,False,True,59.7,This Month,Monthly,6.8,No_Overlap,Yes,49.8,7.7,50.6,0.88
SMMS05089,PMRMU-LT,PMRMU,LT,64.15,South Eastern Railway,Ranchi,Electronic Interlocking,EI Card Failure,Medium,Preventive Test,DC,EI,Normal,12-05-2026,03-09-2026,03-09-2026,06-09-2026,5.5,5.8,60,6.6,20-06-2026,15,1,5,Trunk,14.4,False,False,31.9,This Month,Monthly,5.8,No_Overlap,No,50.4,5.5,56.1,0.64
SMMS05090,WUCTV-QM,WUCTV,QM,53.97,Northern Railway,Ferozpur,Point Machine,Point Machine Failure,High,Preventive Test,AC (25kV Signalling),SSI,Normal,20-07-2025,12-09-2026,13-09-2026,15-09-2026,9.3,8.2,30,4.9,29-05-2026,15,3,12,Trunk,19.71,True,False,74.7,This Week,Weekly,8.2,No_Overlap,Yes,57.7,9.3,55.7,0.81
SMMS05091,UWZG-XPRSP,UWZG,XPRSP,86.4,South Central Railway,Secunderabad,Relay Interlocking,Relay Contact Failure,High,Signal Failure Alarm,AC (25kV Signalling),SSI,Degraded,18-07-2025,03-09-2026,03-09-2026,05-09-2026,6.2,8.5,30,10.9,08-01-2026,30,0,22,Branch,8.56,True,False,56.8,This Month,Monthly,8.5,No_Overlap,Yes,53.5,6.2,52.9,0.8
SMMS05092,QM-DBBP,QM,DBBP,74.48,Southern Railway,Palakkad,Electronic Interlocking,Object Controller Fault,Low,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Normal,11-11-2025,10-09-2026,10-09-2026,15-09-2026,2.6,3.7,90,6.4,31-07-2025,180,0,15,Trunk,2.51,False,False,17.1,This Month,Monthly,3.7,No_Overlap,No,48.4,2.6,40.9,0.65
SMMS05093,LZE-LYHK,LZE,LYHK,9.58,South Central Railway,Guntakal,Electronic Interlocking,EI Card Failure,Medium,Visual Inspection,IPS (Integrated Power Supply),EI,Normal,29-06-2025,09-09-2026,09-09-2026,12-09-2026,3.7,4.3,60,14.1,31-10-2025,30,2,10,Trunk,9.32,False,True,49.2,This Month,Monthly,4.3,Same_Division_Overlap,No,49.4,3.7,52.9,0.78
SMMS05094,UCGS-IKA,UCGS,IKA,96.92,Northern Railway,Ferozpur,Electronic Interlocking,Software/Data Fault,Medium,Datalogger Analysis,AC (25kV Signalling),PI,Normal,13-12-2025,14-09-2026,14-09-2026,17-09-2026,5.1,5.9,60,1.5,10-02-2026,90,1,14,Trunk,14.81,False,True,53.4,This Month,Monthly,5.9,No_Overlap,No,49.2,5.1,51.5,0.71
SMMS05095,WMBAR-VNED,WMBAR,VNED,60.19,Northern Railway,Ambala,Block Instrument,Block Instrument Failure,Critical,Visual Inspection,IPS (Integrated Power Supply),PI,Normal,25-06-2026,15-09-2026,15-09-2026,16-09-2026,7.2,7.8,10,7.2,26-04-2026,30,2,2,Trunk,15.2,False,False,45.5,Immediate,Weekly,7.8,No_Overlap,No,57.2,7.2,54.3,0.82
SMMS05096,CXHL-WSI,CXHL,WSI,74.38,Central Railway,Mumbai CST,Signal Cable/Data Logger,Data Logger Fault,Low,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,03-02-2026,11-09-2026,12-09-2026,17-09-2026,9.9,7.7,90,2.6,04-09-2025,15,2,11,Trunk,19.14,False,True,46.5,This Month,Monthly,7.7,No_Overlap,No,49.0,9.9,43.0,0.8
SMMS05097,QBNT-DE,QBNT,DE,21.84,Northern Railway,Ambala,Relay Interlocking,Cable Fault,Low,Preventive Test,IPS (Integrated Power Supply),PI,Normal,07-02-2026,08-09-2026,09-09-2026,14-09-2026,5.0,4.6,90,11.6,01-09-2025,180,3,4,Branch,15.09,False,True,41.7,This Month,Monthly,4.6,Same_Division_Overlap,No,44.9,5.0,36.8,0.61
SMMS05098,YC-VDGK,YC,VDGK,63.73,Eastern Railway,Sealdah,Electronic Interlocking,EI Card Failure,High,Datalogger Analysis,IPS (Integrated Power Supply),SSI,Degraded,30-07-2025,13-09-2026,14-09-2026,16-09-2026,10.9,8.9,30,4.0,21-08-2025,30,4,10,Trunk,2.39,False,True,60.7,This Month,Monthly,8.9,No_Overlap,Yes,54.4,10.9,70.2,0.88
SMMS05099,IW-ERJN,IW,ERJN,97.15,Eastern Railway,Malda,Level Crossing Interlocking,LC Gate Interlocking Fault,Low,Signal Failure Alarm,AC (25kV Signalling),RRI,Down,13-04-2026,06-09-2026,07-09-2026,12-09-2026,7.9,6.3,90,10.4,18-11-2025,90,2,4,Branch,5.28,False,False,26.2,This Month,Monthly,6.3,Same_Division_Overlap,No,47.1,7.9,53.1,0.8
SMMS05100,LVE-YEHIX,LVE,YEHIX,97.35,South Central Railway,Guntakal,Relay Interlocking,Cable Fault,Medium,Preventive Test,AC (25kV Signalling),EI,Degraded,01-04-2026,15-09-2026,15-09-2026,18-09-2026,3.1,3.1,60,22.3,15-09-2025,15,0,24,Trunk,4.72,False,True,52.1,This Week,Weekly,3.1,No_Overlap,No,60.9,3.1,76.0,0.57
SMMS05101,XDQQL-AHEIG,XDQQL,AHEIG,81.35,South Eastern Railway,Kharagpur,Relay Interlocking,Relay Contact Failure,Medium,Visual Inspection,AC (25kV Signalling),SSI,Normal,24-09-2025,03-09-2026,04-09-2026,07-09-2026,9.0,7.1,60,16.3,25-03-2026,15,2,15,Trunk,1.95,False,False,24.2,This Week,Weekly,7.1,No_Overlap,No,60.2,9.0,51.3,0.69
SMMS05102,JE-LMOZE,JE,LMOZE,103.53,Western Railway,Ahmedabad,Signal Cable/Data Logger,Power Supply Fault,High,Signal Failure Alarm,DC,EI,Normal,14-08-2026,05-09-2026,05-09-2026,07-09-2026,4.7,6.1,12,22.8,16-08-2026,15,2,6,Trunk,2.84,False,False,38.3,This Month,Monthly,6.1,No_Overlap,No,52.4,4.7,53.6,0.96
SMMS05103,YMIL-RIIG,YMIL,RIIG,35.92,South Central Railway,Secunderabad,Track Circuit,Track Circuit Failure,High,Datalogger Analysis,IPS (Integrated Power Supply),SSI,Normal,27-08-2025,03-09-2026,03-09-2026,05-09-2026,4.0,5.6,30,8.5,10-07-2026,15,3,11,Branch,19.2,False,True,60.8,This Month,Monthly,5.6,Same_Division_Overlap,Yes,50.3,4.0,51.4,0.82
SMMS05104,DLW-UUU,DLW,UUU,110.11,Western Railway,Rajkot,Relay Interlocking,Interlocking Logic Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),SSI,Normal,15-08-2026,09-09-2026,10-09-2026,13-09-2026,6.6,6.2,0,17.1,14-11-2025,90,0,20,Trunk,11.85,True,False,50.0,Programmed,Monthly,6.2,No_Overlap,No,34.5,6.6,29.0,0.78
SMMS05105,BSCTV-WGKM,BSCTV,WGKM,23.54,South Central Railway,Vijayawada,Axle Counter,Reset Failure,Medium,Datalogger Analysis,IPS (Integrated Power Supply),PI,Normal,24-05-2026,12-09-2026,13-09-2026,16-09-2026,4.8,4.0,60,4.9,01-05-2026,15,1,11,Branch,9.1,False,False,39.4,This Month,Monthly,4.0,No_Overlap,No,40.5,4.8,36.7,0.72
SMMS05106,EIY-XASUB,EIY,XASUB,6.98,Western Railway,Mumbai Central,Signal Cable/Data Logger,Data Logger Fault,Medium,Preventive Test,AC (25kV Signalling),RRI,Normal,03-08-2025,09-09-2026,10-09-2026,13-09-2026,5.9,5.2,60,13.8,16-05-2026,30,3,10,Trunk,4.57,False,False,22.5,This Week,Weekly,5.2,No_Overlap,No,58.3,5.9,63.4,0.69
SMMS05107,VP-FX,VP,FX,94.19,South Central Railway,Nanded,Track Circuit,Rail Bonding Fault,High,Signal Failure Alarm,DC,PI,Normal,08-10-2025,14-09-2026,15-09-2026,17-09-2026,8.9,7.0,30,2.8,02-02-2026,90,2,1,Branch,15.9,False,True,70.2,This Month,Monthly,7.0,Same_Division_Overlap,Yes,46.3,8.9,45.5,0.64
SMMS05108,TYAO-EVEG,TYAO,EVEG,103.74,Eastern Railway,Howrah,Electronic Interlocking,Software/Data Fault,Medium,Preventive Test,IPS (Integrated Power Supply),EI,Normal,09-03-2026,08-09-2026,08-09-2026,11-09-2026,3.8,5.0,60,12.9,24-12-2025,15,7,7,Branch,3.45,True,False,56.5,This Month,Monthly,5.0,No_Overlap,Yes,49.4,3.8,50.0,0.73
SMMS05109,OCWYM-XEM,OCWYM,XEM,61.02,Southern Railway,Chennai,Track Circuit,Low Voltage/Shunt Fault,Medium,Datalogger Analysis,DC,EI,Normal,16-09-2025,07-09-2026,08-09-2026,11-09-2026,7.9,7.1,60,14.0,11-03-2026,30,1,15,Branch,2.8,False,True,60.4,This Month,Monthly,7.1,Same_Division_Overlap,Yes,49.3,7.9,45.4,0.7
SMMS05110,KDMP-GVMO,KDMP,GVMO,110.16,South Central Railway,Secunderabad,Axle Counter,Axle Counter Malfunction,Critical,Preventive Test,IPS (Integrated Power Supply),PI,Normal,14-11-2025,11-09-2026,11-09-2026,12-09-2026,7.3,7.8,10,4.8,03-12-2025,15,0,6,Trunk,13.07,False,False,38.7,Immediate,Weekly,7.8,No_Overlap,No,48.2,7.3,49.5,0.81
SMMS05111,DO-YRWG,DO,YRWG,39.44,South Eastern Railway,Ranchi,Block Instrument,Block Instrument Failure,Medium,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,26-07-2026,07-09-2026,07-09-2026,10-09-2026,5.6,6.0,17,22.0,29-11-2025,15,3,22,Trunk,9.57,False,False,39.4,This Month,Monthly,6.0,Same_Division_Overlap,No,46.8,5.6,53.4,0.86
SMMS05112,YHIOB-KG,YHIOB,KG,31.2,Northern Railway,Ferozpur,Point Machine,Locking Fault,High,Datalogger Analysis,DC,RRI,Normal,02-11-2025,10-09-2026,10-09-2026,12-09-2026,6.6,7.8,30,5.1,23-04-2026,90,1,2,Trunk,12.85,False,True,59.7,This Week,Weekly,7.8,No_Overlap,Yes,59.0,6.6,61.7,0.7
SMMS05113,IZN-HVHD,IZN,HVHD,80.85,Southern Railway,Chennai,Relay Interlocking,Relay Contact Failure,Critical,Preventive Test,AC (25kV Signalling),SSI,Normal,01-06-2026,11-09-2026,11-09-2026,12-09-2026,6.6,7.6,10,19.4,17-06-2026,180,0,11,Trunk,16.24,False,False,45.8,Immediate,Weekly,7.6,No_Overlap,No,57.8,6.6,62.6,0.64
SMMS05114,PJE-TPP,PJE,TPP,78.92,South Central Railway,Secunderabad,Signal Cable/Data Logger,Data Logger Fault,Medium,Preventive Test,AC (25kV Signalling),PI,Normal,27-06-2026,07-09-2026,07-09-2026,10-09-2026,2.8,3.0,46,19.4,18-07-2026,15,2,22,Trunk,14.67,False,False,36.1,This Week,Weekly,3.0,No_Overlap,No,58.1,2.8,51.6,0.79
SMMS05115,UMBT-WSZ,UMBT,WSZ,26.59,Southern Railway,Tiruchirapalli,Track Circuit,Track Circuit Failure,High,Preventive Test,IPS (Integrated Power Supply),RRI,Normal,05-10-2025,09-09-2026,09-09-2026,11-09-2026,6.3,6.9,30,22.0,02-10-2025,90,5,6,Trunk,1.68,True,False,52.1,This Week,Weekly,6.9,Cross_Division_Overlap,No,58.3,6.3,56.5,0.57
SMMS05116,GT-SHE,GT,SHE,5.72,Central Railway,Pune,Point Machine,Switch Blade Misalignment,High,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,04-10-2025,12-09-2026,13-09-2026,15-09-2026,8.3,7.1,30,12.2,07-06-2026,90,2,5,Trunk,10.16,False,False,29.0,This Week,Weekly,7.1,No_Overlap,No,58.2,8.3,59.6,0.78
SMMS05117,IHWHO-NE,IHWHO,NE,61.64,Northern Railway,Ferozpur,Point Machine,Point Machine Failure,Medium,Signal Failure Alarm,DC,EI,Normal,18-10-2025,11-09-2026,11-09-2026,14-09-2026,5.3,6.1,60,23.7,24-11-2025,15,1,12,Branch,13.63,False,False,30.7,This Month,Monthly,6.1,No_Overlap,No,52.2,5.3,64.4,0.88
SMMS05118,BI-YLMW,BI,YLMW,52.21,South Eastern Railway,Ranchi,Relay Interlocking,Relay Contact Failure,Medium,Datalogger Analysis,AC (25kV Signalling),RRI,Degraded,09-08-2025,06-09-2026,06-09-2026,09-09-2026,3.0,4.3,60,16.1,26-10-2025,15,3,4,Branch,12.28,True,False,54.4,This Month,Monthly,4.3,Same_Division_Overlap,No,49.1,3.0,45.7,0.88
SMMS05119,BTRQX-ZZ,BTRQX,ZZ,56.52,Northern Railway,Ambala,Level Crossing Interlocking,Signal Lamp Failure,Critical,Signal Failure Alarm,IPS (Integrated Power Supply),SSI,Normal,09-10-2025,12-09-2026,12-09-2026,13-09-2026,5.0,7.0,10,4.3,07-04-2026,15,2,4,Trunk,3.34,True,False,70.7,Immediate,Weekly,7.0,Same_Division_Overlap,Yes,58.7,5.0,58.8,0.89
SMMS05120,CR-IKD,CR,IKD,42.55,Central Railway,Bhusawal,Block Instrument,Token Fault,Low,Datalogger Analysis,IPS (Integrated Power Supply),PI,Normal,29-06-2025,14-09-2026,14-09-2026,19-09-2026,3.1,4.0,90,15.0,22-04-2026,15,1,13,Branch,1.81,False,False,21.4,This Month,Monthly,4.0,No_Overlap,No,51.2,3.1,50.0,0.73
SMMS05121,KQ-SS,KQ,SS,74.21,Western Railway,Mumbai Central,Signal Cable/Data Logger,Power Supply Fault,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Normal,14-11-2025,11-09-2026,11-09-2026,14-09-2026,5.6,6.6,60,6.7,19-03-2026,15,0,3,Branch,11.77,True,False,51.5,This Month,Monthly,6.6,No_Overlap,No,40.5,5.6,38.2,0.77
SMMS05122,XFW-XKO,XFW,XKO,74.1,Western Railway,Vadodara,Signal Cable/Data Logger,Power Supply Fault,Low,Preventive Test,IPS (Integrated Power Supply),RRI,Normal,13-08-2026,05-09-2026,06-09-2026,11-09-2026,6.6,5.6,0,11.5,02-08-2025,30,6,11,Branch,16.62,False,False,21.3,Programmed,Monthly,5.6,No_Overlap,No,27.7,6.6,24.1,0.81
SMMS05123,OM-LPSFF,OM,LPSFF,42.49,Southern Railway,Salem,Level Crossing Interlocking,Approach Detection Fault,Medium,Datalogger Analysis,IPS (Integrated Power Supply),PI,Normal,21-08-2026,15-09-2026,16-09-2026,19-09-2026,5.3,4.7,0,1.1,16-08-2026,15,2,12,Trunk,2.78,False,False,35.4,Programmed,Monthly,4.7,No_Overlap,No,32.7,5.3,30.4,0.99
SMMS05124,MKYT-PBC,MKYT,PBC,15.89,South Eastern Railway,Ranchi,Relay Interlocking,Relay Contact Failure,Medium,Visual Inspection,AC (25kV Signalling),PI,Normal,23-06-2026,11-09-2026,11-09-2026,14-09-2026,4.3,5.2,50,21.5,09-07-2026,90,3,3,Branch,9.7,False,False,30.1,This Month,Monthly,5.2,No_Overlap,No,50.6,4.3,46.1,0.6
SMMS05125,VRW-YQ,VRW,YQ,25.29,Western Railway,Ratlam,Track Circuit,Low Voltage/Shunt Fault,High,Datalogger Analysis,AC (25kV Signalling),EI,Normal,07-03-2026,08-09-2026,08-09-2026,10-09-2026,4.6,6.4,30,2.2,07-03-2026,15,2,18,Trunk,2.09,True,False,56.4,This Month,Monthly,6.4,No_Overlap,Yes,50.1,4.6,47.0,0.83
SMMS05126,BPZQS-DXVR,BPZQS,DXVR,7.86,South Central Railway,Guntur,Level Crossing Interlocking,Approach Detection Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,05-08-2026,15-09-2026,16-09-2026,19-09-2026,4.2,4.1,7,3.0,27-11-2025,180,0,23,Trunk,9.65,False,False,36.2,Programmed,Monthly,4.1,No_Overlap,No,34.4,4.2,34.3,0.81
